***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Hadamard 1,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Hadamard,,,,,,Section Config Type:,Hadamard,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,6,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,29.89,,,,,,System Temp (C):,25.87,,,,,,,
Humidity (%):,21.92,,,,,,Humidity (%):,26.83,,,,,,,
Lamp Intensity:,1522,,,,,,Lamp Intensity:,1464,,,,,,,
Data Date-Time:,2021/10/27T15:30:48,,,,,,Data Date-Time:,2021/10/27T15:20:30,,,,,,,
Total Measurement Time in sec:,3.1309569,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-M-R2-OB,,,,,,Shift Vector Coefficients:,-6.20249141707927,0.0552441215585706,-0.000122501697169825,,,,,
Serial Number:,818R045,(95UB121GC2V818R045),,,,,Pixel to Wavelength Coefficients:,1776.51064022294,-0.918730919349196,-0.000243316388033348,,,,,
GUI Version:,3.7.6,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.3.2,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.2.0,,,,,,Total Time(hh:mm:ss):,3hr 40min 2sec ,,,,,,,
UUID:,DE:66:30:83:1F:90:60:37,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.813664922249,-0.0628143434247401,3907,4515
904.71879766459,-0.0658188845459459,4241,4935
909.91882846218,-0.0589216470459784,4783,5478
913.813741916224,-0.0635637233839074,5247,6074
917.704275675283,-0.0591404919503943,5806,6653
921.590429739357,-0.0549365673428658,6615,7507
925.472204108447,-0.0601725096267617,7301,8386
929.349598782552,-0.0645081405283918,8062,9353
933.222613761673,-0.0689481013484896,8753,10259
937.091249045809,-0.0684746233448651,9445,11058
942.242616565792,-0.0732415531448749,10098,11953
946.101032561631,-0.0700043017439267,10737,12615
949.955068862485,-0.0644948735517021,11368,13188
953.804725468354,-0.0696755815587621,11763,13810
957.650002379239,-0.0643493688387651,12410,14392
961.490899595139,-0.0679323077992784,12828,15000
965.327417116055,-0.0680372713817872,13467,15751
969.159554941986,-0.065056221768503,14109,16389
972.987313072933,-0.0663218689234744,14704,17130
978.084177721996,-0.0636111250846339,15329,17747
981.901716564645,-0.0580939906537575,15958,18242
985.71487571231,-0.0608836049853926,16260,18707
989.52365516499,-0.0562894309561086,16837,19167
993.328054922685,-0.0585432470338524,17123,19594
997.128074985396,-0.056715897171458,17383,19808
1000.92371535312,-0.0514851125368417,17694,19921
1004.71497602586,-0.0495554698370448,18011,20188
1009.76317739732,-0.0494365960421745,17949,20113
1013.54421878176,-0.047235085185253,18016,20086
1017.32088047122,-0.0431465324426725,18085,19974
1021.0931624657,-0.0412793185267621,18112,19918
1024.86106476519,-0.043652565265417,18035,19942
1028.62458736969,-0.0402930687339817,18011,19762
1032.38373027922,-0.0412670636517126,17917,19703
1036.13849349375,-0.0416352400273634,17900,19701
1039.8888770133,-0.0371902810758713,17918,19520
1044.88257551384,-0.0319910612184379,17948,19320
1048.6227397451,-0.0384894463397084,17697,19337
1052.35852428137,-0.0424986458683651,17684,19502
1056.08992912265,-0.042372412129178,17671,19482
1059.81695426895,-0.0415653521512883,17603,19371
1063.53959972027,-0.0424427584968927,17650,19462
1067.2578654766,-0.0426629765305055,17690,19516
1070.97175153795,-0.0466558784043009,17723,19733
1075.91678676088,-0.043745987759165,17702,19578
1079.62045353393,-0.0467188511788122,17689,19698
1083.31974061199,-0.0445690559695097,17821,19747
1087.01464799507,-0.0453685711983675,17763,19719
1090.70517568317,-0.049343358033793,17694,19823
1094.39132367628,-0.0488428523813268,17785,19902
1098.0730919744,-0.0502312112615072,17722,19895
