***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Hadamard 1,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Hadamard,,,,,,Section Config Type:,Hadamard,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,6,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,31.71,,,,,,System Temp (C):,25.87,,,,,,,
Humidity (%):,17.48,,,,,,Humidity (%):,26.83,,,,,,,
Lamp Intensity:,1549,,,,,,Lamp Intensity:,1464,,,,,,,
Data Date-Time:,2021/10/27T15:49:10,,,,,,Data Date-Time:,2021/10/27T15:20:30,,,,,,,
Total Measurement Time in sec:,3.1555107,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-M-R2-OB,,,,,,Shift Vector Coefficients:,-6.20249141707927,0.0552441215585706,-0.000122501697169825,,,,,
Serial Number:,818R045,(95UB121GC2V818R045),,,,,Pixel to Wavelength Coefficients:,1776.51064022294,-0.918730919349196,-0.000243316388033348,,,,,
GUI Version:,3.7.6,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.3.2,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.2.0,,,,,,Total Time(hh:mm:ss):,3hr 40min 33sec ,,,,,,,
UUID:,DE:66:30:83:1F:90:60:37,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.813664922249,-0.106344158641338,3907,4991
904.71879766459,-0.108928229816933,4241,5450
909.91882846218,-0.0940129444050575,4783,5939
913.813741916224,-0.100750070445257,5247,6617
917.704275675283,-0.0870141526402691,5806,7094
921.590429739357,-0.0787981013541343,6615,7931
925.472204108447,-0.0826767119443359,7301,8832
929.349598782552,-0.0870375252529641,8062,9851
933.222613761673,-0.0949108295750673,8753,10891
937.091249045809,-0.0923524144356512,9445,11683
942.242616565792,-0.103347664831854,10098,12811
946.101032561631,-0.0967400964883626,10737,13416
949.955068862485,-0.092363028679922,11368,14062
953.804725468354,-0.0981561325472105,11763,14746
957.650002379239,-0.0920252659474696,12410,15339
961.490899595139,-0.0954993481998438,12828,15983
965.327417116055,-0.0953139936102153,13467,16772
969.159554941986,-0.0916017759375918,14109,17422
972.987313072933,-0.0902190859940308,14704,18099
978.084177721996,-0.0874179551685322,15329,18747
981.901716564645,-0.0863651843815695,15958,19469
985.71487571231,-0.0847762774209401,16260,19765
989.52365516499,-0.0791726479446182,16837,20204
993.328054922685,-0.0808141005429465,17123,20625
997.128074985396,-0.0794809489626666,17383,20874
1000.92371535312,-0.0751371392059781,17694,21036
1004.71497602586,-0.0731678853442708,18011,21316
1009.76317739732,-0.0757642646023605,17949,21370
1013.54421878176,-0.0686240821264404,18016,21100
1017.32088047122,-0.0619749710076397,18085,20859
1021.0931624657,-0.0564907132264999,18112,20628
1024.86106476519,-0.0574558217854351,18035,20586
1028.62458736969,-0.0620032062315452,18011,20775
1032.38373027922,-0.0703786294457919,17917,21069
1036.13849349375,-0.0760156428730332,17900,21324
1039.8888770133,-0.0798956757979605,17918,21537
1044.88257551384,-0.076215026858243,17948,21391
1048.6227397451,-0.0768765079276471,17697,21124
1052.35852428137,-0.0753207155977153,17684,21033
1056.08992912265,-0.0709900833207325,17671,20809
1059.81695426895,-0.0743517510060949,17603,20890
1063.53959972027,-0.0728401633862646,17650,20873
1067.2578654766,-0.0760191428052881,17690,21074
1070.97175153795,-0.0780239064826349,17723,21211
1075.91678676088,-0.0802553079974141,17702,21295
1079.62045353393,-0.0792057970231763,17689,21228
1083.31974061199,-0.0778958688141671,17821,21322
1087.01464799507,-0.0788225068978645,17763,21298
1090.70517568317,-0.0826892092348865,17694,21405
1094.39132367628,-0.0825259655838994,17785,21507
1098.0730919744,-0.0810478499544101,17722,21358
1101.75048057755,-0.0805671770431661,17833,21468
1105.4234894857,-0.0775211155889097,17823,21306
1110.31402183771,-0.0860173847197738,17554,21399
1113.97681145757,-0.0836480823402196,17556,21285
1117.63522138245,-0.0850451571759606,17410,21176
1121.28925161234,-0.0856914034246515,17215,20970
1124.93890214725,-0.0790762704647243,17240,20683
1128.58417298717,-0.077119392833253,17137,20467
1132.2250641321,-0.0741311541161817,17069,20246
1135.86157558206,-0.0730390885342455,17090,20220
1140.70344465646,-0.0706588529048799,17308,20366
1144.32973681812,-0.0753289110058891,17344,20629
1147.95164928479,-0.0793068191240825,17290,20754
1151.56918205647,-0.0837062689202276,17345,21032
1155.18233513317,-0.0856814608020238,17341,21123
1158.79110851489,-0.089009317855214,17207,21121
1162.39550220162,-0.0848198884480905,17243,20962
1165.99551619337,-0.0822241741748239,17209,20796
1169.59115049013,-0.0774178138846196,17439,20842
1174.37851669362,-0.0759322589645474,17487,20828
1177.96393170208,-0.0702168911957637,17597,20685
1181.54496701556,-0.0733543688232179,17608,20848
1185.12162263406,-0.0727546953783829,18007,21291
1188.69389855757,-0.0791652133216225,18059,21670
