***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Hadamard 1,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Hadamard,,,,,,Section Config Type:,Hadamard,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,6,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,30.23,,,,,,System Temp (C):,25.5,,,,,,,
Humidity (%):,35.63,,,,,,Humidity (%):,46.33,,,,,,,
Lamp Intensity:,1527,,,,,,Lamp Intensity:,1459,,,,,,,
Data Date-Time:,2021/10/29T15:15:15,,,,,,Data Date-Time:,2021/10/29T14:59:55,,,,,,,
Total Measurement Time in sec:,3.1668688,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-M-R2-OB,,,,,,Shift Vector Coefficients:,-6.20249141707927,0.0552441215585706,-0.000122501697169825,,,,,
Serial Number:,818R045,(95UB121GC2V818R045),,,,,Pixel to Wavelength Coefficients:,1776.51064022294,-0.918730919349196,-0.000243316388033348,,,,,
GUI Version:,3.7.6,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.3.2,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.2.0,,,,,,Total Time(hh:mm:ss):,3hr 43min 4sec ,,,,,,,
UUID:,DE:66:30:83:1F:90:60:37,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.813664922249,0.0471399947815287,3461,3105
904.71879766459,0.0481162333614712,3795,3397
909.91882846218,0.0491717452685856,4129,3687
913.813741916224,0.0442002513514558,4547,4107
917.704275675283,0.0497647371205937,4960,4423
921.590429739357,0.0528086398895239,5616,4973
925.472204108447,0.0567561785036773,6367,5587
929.349598782552,0.056716383780071,7188,6308
933.222613761673,0.051436616447113,7646,6792
937.091249045809,0.0477813070336255,8293,7429
942.242616565792,0.0507617621820975,9165,8154
946.101032561631,0.04140639849383,9501,8637
949.955068862485,0.0423575836893341,9868,8951
953.804725468354,0.0419693788455654,10324,9373
957.650002379239,0.0430446863855177,10799,9780
961.490899595139,0.043284532071519,11227,10162
965.327417116055,0.0427013556779941,11832,10724
969.159554941986,0.0386012676151283,12205,11167
972.987313072933,0.0365180316267283,12722,11696
978.084177721996,0.0341659723382102,13165,12169
981.901716564645,0.0395572044561043,13600,12416
985.71487571231,0.0376275808519301,13977,12817
989.52365516499,0.0322974810297993,14218,13199
993.328054922685,0.0400017597884011,14558,13277
997.128074985396,0.0373948842328007,14836,13612
1000.92371535312,0.038197681300693,14965,13705
1004.71497602586,0.0420091430075115,15087,13696
1009.76317739732,0.0386300640792107,15263,13964
1013.54421878176,0.0401673870624804,15361,14004
1017.32088047122,0.0402949872780481,15371,14009
1021.0931624657,0.0464958086474538,15503,13929
1024.86106476519,0.0384530297932984,15401,14096
1028.62458736969,0.0411729446934378,15412,14018
1032.38373027922,0.0372902545430612,15362,14098
1036.13849349375,0.045396474471658,15365,13840
1039.8888770133,0.0423618752877013,15387,13957
1044.88257551384,0.0413556867456261,15259,13873
1048.6227397451,0.0404621128987742,15198,13846
1052.35852428137,0.0424222102325393,15162,13751
1056.08992912265,0.0445635202647395,15135,13659
1059.81695426895,0.0454982188646639,15071,13572
1063.53959972027,0.0458438228304959,15093,13581
1067.2578654766,0.0439886508907448,15001,13556
1070.97175153795,0.0482690770108901,15068,13483
1075.91678676088,0.040744021755838,15053,13705
1079.62045353393,0.0420080153415866,15044,13657
1083.31974061199,0.0431447786095359,14952,13538
1087.01464799507,0.0466993975166413,15027,13495
1090.70517568317,0.0456772602890861,15035,13534
1094.39132367628,0.0417145899403739,14981,13609
1098.0730919744,0.0422258960797435,15078,13681
1101.75048057755,0.0377356967843228,14936,13693
1105.4234894857,0.0441248570925032,14957,13512
1110.31402183771,0.0356062926209808,14762,13600
1113.97681145757,0.0303748435898461,14552,13569
1117.63522138245,0.0264261216896521,14246,13405
1121.28925161234,0.0223168239086292,14135,13427
1124.93890214725,0.0197863881765403,14078,13451
1128.58417298717,0.0236249831964761,13920,13183
1132.2250641321,0.013638503347323,13747,13322
1135.86157558206,0.016992711398226,13682,13157
1140.70344465646,0.023399286012347,13860,13133
1144.32973681812,0.0243754982304311,13961,13199
1147.95164928479,0.0261835311924134,13998,13179
1151.56918205647,0.0287831373045896,14097,13193
1155.18233513317,0.0320349008274426,14049,13050
1158.79110851489,0.0256563389684053,14033,13228
1162.39550220162,0.0278087560564996,13817,12960
1165.99551619337,0.0301241924237275,13878,12948
1169.59115049013,0.0395857204309944,13935,12721
1174.37851669362,0.03199300534472,13940,12950
1177.96393170208,0.0281382590145674,14011,13132
1181.54496701556,0.0301043913633773,14066,13124
1185.12162263406,0.0349480161800363,14214,13115
1188.69389855757,0.0359292596450256,14345,13206
1192.2617947861,0.0304904124921726,14484,13502
1195.82531131964,0.0339104098077874,14858,13742
1199.3844481582,0.0382191950168038,15135,13860
1204.12315108408,0.0316743541034201,15440,14354
1207.67206863434,0.0305486966072044,15694,14628
1211.21660648961,0.0347306524134397,16108,14870
1214.7567646499,0.0331446863012025,16304,15106
1218.29254311521,0.0347469827420024,16751,15463
1221.82394188553,0.0344562161040378,16913,15623
1225.35096096087,0.0304508702518494,17249,16081
1228.87360034122,0.0327832869897828,17536,16261
1232.39186002659,0.0332941128688725,17819,16504
1237.07606008155,0.0325836610395285,18262,16942
1240.58410047862,0.0274566595837339,18461,17330
1244.0877611807,0.0364136313067425,18750,17242
1247.58704218781,0.0406966728346442,19016,17315
1251.08194349992,0.0375461868883264,19379,17774
1254.57246511705,0.0346493353895489,19574,18073
1258.0586070392,0.0363186241366525,19869,18275
1261.54036926637,0.0373284668376571,20155,18495
1266.17590604372,0.036260848381754,20561,18914
1269.64744898258,0.0349901531079459,20954,19332
1273.11461222646,0.0341873209103843,21268,19658
1276.57739577536,0.0342077601953007,21335,19719
1280.03579962927,0.0380709723374498,21816,19985
1283.4898237882,0.0348761431132938,21901,20211
1286.93946825214,0.0358767594855028,22172,20414
1290.3847330211,0.0333615568106188,22342,20690
1293.82561809507,0.0343804526820393,22559,20842
1298.40665200151,0.0305757772851326,22653,21113
1301.83731778718,0.0298529149521206,22776,21263
1305.26360387787,0.0322198133598453,22824,21192
1308.68551027358,0.0300283301134775,22872,21344
1312.1030369743,0.0282134021968217,22894,21454
1315.51618398004,0.0304505190734904,22994,21437
1318.92495129079,0.0312972544252833,22940,21345
1322.32933890656,0.0314666224536832,22964,21359
1326.86170953539,0.0298991604040203,22757,21243
1330.25587786286,0.0282364040769373,22590,21168
1333.64566649535,0.0301689818888503,22620,21102
1337.03107543285,0.0286872150075386,22309,20883
1340.41210467537,0.0286040160109396,22058,20652
1343.7887542229,0.0287478242012458,21639,20253
1347.16102407545,0.0279908499465033,21404,20068
1350.52891423301,0.0236022242589294,21117,20000
1353.89242469559,0.0253155009990056,20733,19559
1358.3702924535,0.0244725288581576,20295,19183
1361.72358362778,0.0225133256946082,20072,19058
1365.07249510707,0.0281640049174513,19907,18657
1368.41702689139,0.0225465747293719,19549,18560
1371.75717898071,0.0246959411985528,19411,18338
1375.09295137506,0.0256677197724222,19115,18018
1378.42434407441,0.0173546763849493,18712,17979
1381.75135707879,0.0150645798900244,18391,17764
1385.07399038818,0.0159495588217065,18026,17376
1389.49735527517,0.0158527486695342,17604,16973
1392.80976929626,0.0119783025478519,17240,16771
1396.11780362236,0.00750750550491884,16863,16574
1399.42145825349,0.00786098694642447,16613,16315
1402.72073318962,0.00194026152315041,16152,16080
1406.01562843078,0.000818805826827378,15927,15897
1409.30614397695,-0.00326206173137241,15651,15769
1412.59227982813,-0.00914754042196946,15221,15545
1416.96698143751,-0.019806326631539,14723,15410
1420.2428980004,-0.0250181030106476,14385,15238
1423.5144348683,-0.0238561789622175,14132,14930
1426.78159204122,-0.0264825065656627,13805,14673
1430.04436951915,-0.0348800329402443,13596,14733
1433.3027673021,-0.0404409263112737,13372,14677
1436.55678539006,-0.0449628069319815,13128,14560
1439.80642378304,-0.0312778759370312,13150,14132
1443.05168248104,-0.0325597279568873,13063,14080
1447.3718812195,-0.0363325022394689,12847,13968
1450.6069206292,-0.0360726668341441,12828,13939
1453.83758034391,-0.0339385645059212,12709,13742
1457.06386036364,-0.03354578688304,12652,13668
1460.28576068838,-0.0363826546185952,12531,13626
1463.50328131814,-0.0287293824500776,12619,13482
1466.71642225291,-0.0343898561354739,12390,13411
1469.9251834927,-0.0260644676891912,12368,13133
1474.19671895356,-0.0300545332807375,12365,13251
1477.39526090505,-0.0241754353340817,12368,13076
1480.58942316156,-0.0291841173574711,12200,13048
1483.77920572308,-0.0265754222488511,12123,12888
1486.96460858962,-0.0207171617094315,12096,12687
1490.14563176117,-0.0306564579860274,11977,12853
1493.32227523774,-0.02651213123441,11851,12597
1496.49453901933,-0.0271344297020739,11819,12581
1499.66242310593,-0.0250256300674984,11700,12394
1503.87945569586,-0.0203215775387111,11690,12250
1507.03712049416,-0.0175106070401486,11788,12273
1510.19040559748,-0.0226920496416428,11540,12159
1513.33931100582,-0.0191731361782901,11587,12110
1516.48383671916,-0.011342233618221,11640,11948
1519.62398273753,-0.0164185851184146,11420,11860
1522.75974906091,-0.0237993637030798,11415,12058
1525.8911356893,-0.017249566109342,11353,11813
1530.05950500163,-0.0148798698996969,11275,11668
1533.18067234173,-0.0202848416480716,11147,11680
1536.29745998684,-0.0140805568882291,10955,11316
1539.40986793697,-0.0280843573154447,10733,11450
1542.51789619211,-0.0222294700929326,10644,11203
1545.62154475227,-0.0183154882474559,10563,11018
1548.72081361745,-0.0139537774123483,10413,10753
1551.81570278764,-0.0156632670193407,10184,10558
1554.90621226284,-0.0142812238156096,9961,10294
1559.02007870425,-0.0113925585530646,9782,10042
1562.10036889116,-0.0120278666641526,9579,9848
1565.17627938308,-0.00661235076185057,9386,9530
1568.24781018002,-0.0140271987376314,9200,9502
