***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Hadamard 1,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Hadamard,,,,,,Section Config Type:,Hadamard,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,6,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,30.33,,,,,,System Temp (C):,25.5,,,,,,,
Humidity (%):,35.34,,,,,,Humidity (%):,46.33,,,,,,,
Lamp Intensity:,1530,,,,,,Lamp Intensity:,1459,,,,,,,
Data Date-Time:,2021/10/29T15:15:30,,,,,,Data Date-Time:,2021/10/29T14:59:55,,,,,,,
Total Measurement Time in sec:,3.1647607,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-M-R2-OB,,,,,,Shift Vector Coefficients:,-6.20249141707927,0.0552441215585706,-0.000122501697169825,,,,,
Serial Number:,818R045,(95UB121GC2V818R045),,,,,Pixel to Wavelength Coefficients:,1776.51064022294,-0.918730919349196,-0.000243316388033348,,,,,
GUI Version:,3.7.6,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.3.2,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.2.0,,,,,,Total Time(hh:mm:ss):,3hr 43min 7sec ,,,,,,,
UUID:,DE:66:30:83:1F:90:60:37,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.813664922249,-0.00783430044588263,3461,3524
904.71879766459,0.0126564493484441,3795,3686
909.91882846218,0.00763987517037594,4129,4057
913.813741916224,0.0212370578517427,4547,4330
917.704275675283,0.00237056102805625,4960,4933
921.590429739357,-0.00476828906808959,5616,5678
925.472204108447,0.000819294973814822,6367,6355
929.349598782552,0.0180108156202798,7188,6896
933.222613761673,0.0149661946620226,7646,7387
937.091249045809,0.00659593630346738,8293,8168
942.242616565792,-9.47620518494995E-05,9165,9167
946.101032561631,0.00542760176582631,9501,9383
949.955068862485,-0.00533634740828389,9868,9990
953.804725468354,0.00151704029168443,10324,10288
957.650002379239,-0.00252625728348963,10799,10862
961.490899595139,-0.00457905658288748,11227,11346
965.327417116055,-0.00771258585188568,11832,12044
969.159554941986,0.000391593067306183,12205,12194
972.987313072933,-0.0048881558238357,12722,12866
978.084177721996,0.00108998938478449,13165,13132
981.901716564645,-0.00485853462032871,13600,13753
985.71487571231,-0.00653782353938212,13977,14189
989.52365516499,-0.00277077378669673,14218,14309
993.328054922685,-0.00267661624966468,14558,14648
997.128074985396,-0.00184029549689646,14836,14899
1000.92371535312,0.00291180763525365,14965,14865
1004.71497602586,-0.00648575241733003,15087,15314
1009.76317739732,-0.00475416704007609,15263,15431
1013.54421878176,0.00232455825963477,15361,15279
1017.32088047122,0.00255034684170526,15371,15281
1021.0931624657,-0.00209595247021088,15503,15578
1024.86106476519,-0.00182908498075915,15401,15466
1028.62458736969,0.00799136907055665,15412,15131
1032.38373027922,0.00303554879649144,15362,15255
1036.13849349375,0.00400378931343297,15365,15224
1039.8888770133,-0.00289746397379001,15387,15490
1044.88257551384,-0.00161928465392843,15259,15316
1048.6227397451,0.003010868128781,15198,15093
1052.35852428137,0.00803683095406194,15162,14884
1056.08992912265,0.0072627639430953,15135,14884
1059.81695426895,0.00323950765941779,15071,14959
1063.53959972027,-0.00137898740793772,15093,15141
1067.2578654766,0.00307970350502308,15001,14895
1070.97175153795,-0.000691184997727949,15068,15092
1075.91678676088,-0.00121005572776134,15053,15095
1079.62045353393,0.00391481000604707,15044,14909
1083.31974061199,0.00206717168448238,14952,14881
1087.01464799507,-0.00193205924620254,15027,15094
1090.70517568317,-0.000519629194818856,15035,15053
1094.39132367628,-0.00647418213396664,14981,15206
1098.0730919744,0.00393500690309736,15078,14942
1101.75048057755,-0.00396539420703799,14936,15073
1105.4234894857,8.71173447947993E-05,14957,14954
1110.31402183771,-0.0104640327350021,14762,15122
1113.97681145757,-0.0105840841526773,14552,14911
1117.63522138245,-0.0195224747063354,14246,14901
1121.28925161234,-0.0237639948994871,14135,14930
1124.93890214725,-0.0228344058777116,14078,14838
1128.58417298717,-0.0270037875615667,13920,14813
1132.2250641321,-0.0308195733407692,13747,14758
1135.86157558206,-0.0287977865333108,13682,14620
1140.70344465646,-0.025613188137795,13860,14702
1144.32973681812,-0.0194660738703184,13961,14601
1147.95164928479,-0.0176617467815084,13998,14579
1151.56918205647,-0.0122712528031826,14097,14501
1155.18233513317,-0.00908541399767604,14049,14346
1158.79110851489,-0.00684716148272905,14033,14256
1162.39550220162,-0.0125774524475449,13817,14223
1165.99551619337,-0.0160959234306195,13878,14402
1169.59115049013,-0.0123816030006943,13935,14338
1174.37851669362,-0.0122560909850367,13940,14339
1177.96393170208,-0.00465545697881206,14011,14162
1181.54496701556,-0.00677043165293997,14066,14287
1185.12162263406,-0.00531430148393165,14214,14389
1188.69389855757,-0.00598331329587499,14345,14544
1192.2617947861,-0.00571918693893629,14484,14676
1195.82531131964,0.00172798383087331,14858,14799
1199.3844481582,-0.00448186405439876,15135,15292
1204.12315108408,5.62594057271208E-05,15440,15438
1207.67206863434,-0.00226324932392482,15694,15776
1211.21660648961,-0.00367809474560767,16108,16245
1214.7567646499,-0.00297317676937109,16304,16416
1218.29254311521,0.00351425510065148,16751,16616
1221.82394188553,-0.00370746120566279,16913,17058
1225.35096096087,0.00313334202334364,17249,17125
1228.87360034122,0.00089248811798071,17536,17500
1232.39186002659,0.000975997898049838,17819,17779
1237.07606008155,0.00164401892941971,18262,18193
1240.58410047862,0.00193334453464512,18461,18379
1244.0877611807,0.00500868169815517,18750,18535
1247.58704218781,-0.0010948606182758,19016,19064
1251.08194349992,0.00518526357110978,19379,19149
1254.57246511705,0.00385546831605641,19574,19401
1258.0586070392,0.00490187005579794,19869,19646
1261.54036926637,0.00151096642137977,20155,20085
1266.17590604372,-0.00035892980444838,20561,20578
1269.64744898258,0.00408143195935311,20954,20758
1273.11461222646,0.00449518352736658,21268,21049
1276.57739577536,-0.00152402009910742,21335,21410
1280.03579962927,0.00414045543722129,21816,21609
1283.4898237882,-0.00243225319963921,21901,22024
1286.93946825214,-0.00306440379111033,22172,22329
1290.3847330211,-0.000213770640894504,22342,22353
1293.82561809507,-0.00360428337206284,22559,22747
1298.40665200151,-0.0041594289057828,22653,22871
1301.83731778718,-0.00247180224396718,22776,22906
1305.26360387787,-0.00529541724052514,22824,23104
1308.68551027358,-0.00840578007521728,22872,23319
1312.1030369743,-0.00608442289615024,22894,23217
1315.51618398004,-0.00391089543186316,22994,23202
1318.92495129079,-0.00839967159999743,22940,23388
1322.32933890656,-0.003203193050394,22964,23134
1326.86170953539,-0.0093639820982104,22757,23253
1330.25587786286,-0.0107285544095492,22590,23155
1333.64566649535,-0.00629008928384355,22620,22950
1337.03107543285,-0.00840583767798448,22309,22745
1340.41210467537,-0.00724377855024033,22058,22429
1343.7887542229,-0.0111940317500944,21639,22204
1347.16102407545,-0.00965160864691565,21404,21885
1350.52891423301,-0.0109660766100924,21117,21657
1353.89242469559,-0.0121046819028938,20733,21319
1358.3702924535,-0.00950344810799083,20295,20744
1361.72358362778,-0.00748635701770673,20072,20421
1365.07249510707,-0.00784793224237166,19907,20270
1368.41702689139,-0.0131289502540547,19549,20149
1371.75717898071,-0.0110015370054212,19411,19909
1375.09295137506,-0.0112361504832741,19115,19616
1378.42434407441,-0.0157486748774636,18712,19403
1381.75135707879,-0.0117875186778723,18391,18897
1385.07399038818,-0.0153612437569769,18026,18675
1389.49735527517,-0.0157228939082235,17604,18253
1392.80976929626,-0.0134433444208353,17240,17782
1396.11780362236,-0.023753463633121,16863,17811
1399.42145825349,-0.0178490028050757,16613,17310
1402.72073318962,-0.0215834770169564,16152,16975
1406.01562843078,-0.0252384622288168,15927,16880
1409.30614397695,-0.0227312346872835,15651,16492
1412.59227982813,-0.0271522460436148,15221,16203
1416.96698143751,-0.0338376183874705,14723,15916
1420.2428980004,-0.0346018332771563,14385,15578
1423.5144348683,-0.0415826188193915,14132,15552
1426.78159204122,-0.0408919090187091,13805,15168
1430.04436951915,-0.0457670732987721,13596,15107
1433.3027673021,-0.040470515443079,13372,14678
1436.55678539006,-0.0416091649243938,13128,14448
1439.80642378304,-0.0361064759651936,13150,14290
1443.05168248104,-0.0363371601983967,13063,14203
1447.3718812195,-0.0294693878424234,12847,13749
1450.6069206292,-0.026973700120372,12828,13650
1453.83758034391,-0.0347594776205354,12709,13768
1457.06386036364,-0.0287532588637892,12652,13518
1460.28576068838,-0.0243284679840228,12531,13253
1463.50328131814,-0.0194173665206114,12619,13196
1466.71642225291,-0.0211726073128438,12390,13009
1469.9251834927,-0.0234441317857082,12368,13054
1474.19671895356,-0.0223501465085482,12365,13018
1477.39526090505,-0.0179197471151539,12368,12889
1480.58942316156,-0.0140796446043598,12200,12602
1483.77920572308,-0.0099516524029783,12123,12404
1486.96460858962,-0.0118642882973237,12096,12431
1490.14563176117,-0.0117335684834643,11977,12305
1493.32227523774,-0.00920979565455959,11851,12105
1496.49453901933,-0.00402330593466119,11819,11929
1499.66242310593,-0.0100533920635044,11700,11974
1503.87945569586,-0.0181179343887959,11690,12188
1507.03712049416,-0.00810288022501857,11788,12010
1510.19040559748,-0.0144346348506292,11540,11930
1513.33931100582,-0.00757963240216988,11587,11791
1516.48383671916,-0.00482348252956499,11640,11770
1519.62398273753,-0.0143998875049165,11420,11805
1522.75974906091,-0.0102271282138115,11415,11687
1525.8911356893,-0.0064926117542289,11353,11524
1530.05950500163,-0.0151775357659786,11275,11676
1533.18067234173,-0.0106221756662727,11147,11423
1536.29745998684,-0.0098769900368324,10955,11207
1539.40986793697,-0.0181477663794685,10733,11191
1542.51789619211,-0.00615801000512784,10644,10796
