***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Hadamard 1,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Hadamard,,,,,,Section Config Type:,Hadamard,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,6,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,32.13,,,,,,System Temp (C):,25.5,,,,,,,
Humidity (%):,29.73,,,,,,Humidity (%):,46.33,,,,,,,
Lamp Intensity:,1551,,,,,,Lamp Intensity:,1459,,,,,,,
Data Date-Time:,2021/10/29T15:45:42,,,,,,Data Date-Time:,2021/10/29T14:59:55,,,,,,,
Total Measurement Time in sec:,3.1671446,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-M-R2-OB,,,,,,Shift Vector Coefficients:,-6.20249141707927,0.0552441215585706,-0.000122501697169825,,,,,
Serial Number:,818R045,(95UB121GC2V818R045),,,,,Pixel to Wavelength Coefficients:,1776.51064022294,-0.918730919349196,-0.000243316388033348,,,,,
GUI Version:,3.7.6,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.3.2,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.2.0,,,,,,Total Time(hh:mm:ss):,3hr 43min 53sec ,,,,,,,
UUID:,DE:66:30:83:1F:90:60:37,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.813664922249,-0.0398957272585161,3461,3794
904.71879766459,-0.0187026909710291,3795,3962
909.91882846218,-0.0370780046932398,4129,4497
913.813741916224,-0.0424593754170895,4547,5014
917.704275675283,-0.0347351640784965,4960,5373
921.590429739357,-0.0239936241688612,5616,5935
925.472204108447,-0.034473428630345,6367,6893
929.349598782552,-0.0204175474303127,7188,7534
933.222613761673,-0.0329670099208663,7646,8249
937.091249045809,-0.0398044380407198,8293,9089
942.242616565792,-0.0288719710325197,9165,9795
946.101032561631,-0.0390133943952663,9501,10394
949.955068862485,-0.0373005049857244,9868,10753
953.804725468354,-0.0434376485463834,10324,11410
957.650002379239,-0.0482877461178047,10799,12069
961.490899595139,-0.0465767976855936,11227,12498
965.327417116055,-0.0457685019444539,11832,13147
969.159554941986,-0.0510694867514228,12205,13728
972.987313072933,-0.0470595807754991,12722,14178
978.084177721996,-0.05748032294926,13165,15028
981.901716564645,-0.0551927630755257,13600,15443
985.71487571231,-0.0519768759654142,13977,15754
989.52365516499,-0.057988128786037,14218,16249
993.328054922685,-0.0539608908085753,14558,16484
997.128074985396,-0.0556437688758801,14836,16864
1000.92371535312,-0.0558573171081544,14965,17019
1004.71497602586,-0.0543932200515643,15087,17100
1009.76317739732,-0.056309903687401,15263,17376
1013.54421878176,-0.0493866154466281,15361,17211
1017.32088047122,-0.0507662106844675,15371,17277
1021.0931624657,-0.0450874494610475,15503,17199
1024.86106476519,-0.0436147206438278,15401,17028
1028.62458736969,-0.0392045920018626,15412,16868
1032.38373027922,-0.0451237647534983,15362,17044
1036.13849349375,-0.0408913313412664,15365,16882
1039.8888770133,-0.037870875323714,15387,16789
1044.88257551384,-0.0412917643733186,15259,16781
1048.6227397451,-0.0355395500529205,15198,16494
1052.35852428137,-0.037253550680805,15162,16520
1056.08992912265,-0.0377383422382272,15135,16509
1059.81695426895,-0.0382613753960491,15071,16459
1063.53959972027,-0.036888423603037,15093,16431
1067.2578654766,-0.0384587425144136,15001,16390
1070.97175153795,-0.038347833702563,15068,16459
1075.91678676088,-0.0358681321989789,15053,16349
1079.62045353393,-0.0390665061258895,15044,16460
1083.31974061199,-0.0403034188441766,14952,16406
1087.01464799507,-0.0368579174456648,15027,16358
1090.70517568317,-0.039141665269286,15035,16453
1094.39132367628,-0.0418641703847736,14981,16497
1098.0730919744,-0.0381652392103808,15078,16463
